# Iteration  RMSerrUS  RMSerrSS
   567   0.375806E-04   0.408129    
   568   0.376097E-04   0.407727    
   569   0.376388E-04   0.407324    
   570   0.376677E-04   0.406923    
   571   0.376966E-04   0.406521    
   572   0.377253E-04   0.406120    
   573   0.377540E-04   0.405719    
   574   0.377826E-04   0.405319    
   575   0.378111E-04   0.404919    
   576   0.378395E-04   0.404520    
   577   0.378678E-04   0.404121    
   578   0.378960E-04   0.403722    
   579   0.379241E-04   0.403323    
   580   0.379521E-04   0.402926    
   581   0.379800E-04   0.402528    
   582   0.380079E-04   0.402131    
   583   0.380356E-04   0.401734    
   584   0.380633E-04   0.401338    
   585   0.380908E-04   0.400942    
   586   0.381183E-04   0.400546    
   587   0.381457E-04   0.400151    
   588   0.381730E-04   0.399756    
   589   0.382002E-04   0.399362    
   590   0.382273E-04   0.398968    
   591   0.382543E-04   0.398574    
   592   0.382812E-04   0.398181    
   593   0.383080E-04   0.397788    
   594   0.383348E-04   0.397396    
   595   0.383614E-04   0.397003    
   596   0.383880E-04   0.396612    
   597   0.384145E-04   0.396220    
   598   0.384409E-04   0.395830    
   599   0.384671E-04   0.395439    
   600   0.384934E-04   0.395049    
   601   0.385195E-04   0.394659    
   602   0.385455E-04   0.394270    
   603   0.385714E-04   0.393881    
   604   0.385973E-04   0.393492    
   605   0.386230E-04   0.393104    
   606   0.386487E-04   0.392716    
   607   0.386743E-04   0.392328    
   608   0.386998E-04   0.391941    
   609   0.387252E-04   0.391555    
   610   0.387505E-04   0.391168    
   611   0.387758E-04   0.390782    
   612   0.388009E-04   0.390397    
   613   0.388260E-04   0.390012    
   614   0.388509E-04   0.389627    
   615   0.388758E-04   0.389242    
   616   0.389006E-04   0.388858    
   617   0.389253E-04   0.388475    
   618   0.389500E-04   0.388091    
   619   0.389745E-04   0.387709    
   620   0.389989E-04   0.387326    
   621   0.390233E-04   0.386944    
   622   0.390476E-04   0.386562    
   623   0.390718E-04   0.386181    
   624   0.390959E-04   0.385800    
   625   0.391199E-04   0.385419    
   626   0.391438E-04   0.385039    
   627   0.391677E-04   0.384659    
   628   0.391915E-04   0.384279    
   629   0.392151E-04   0.383900    
   630   0.392387E-04   0.383521    
   631   0.392622E-04   0.383143    
   632   0.392857E-04   0.382765    
   633   0.393090E-04   0.382387    
   634   0.393323E-04   0.382010    
   635   0.393554E-04   0.381633    
   636   0.393785E-04   0.381257    
   637   0.394015E-04   0.380881    
   638   0.394245E-04   0.380505    
   639   0.394473E-04   0.380129    
   640   0.394701E-04   0.379754    
   641   0.394927E-04   0.379380    
   642   0.395153E-04   0.379005    
   643   0.395378E-04   0.378631    
   644   0.395602E-04   0.378258    
   645   0.395826E-04   0.377885    
   646   0.396048E-04   0.377512    
   647   0.396270E-04   0.377139    
   648   0.396491E-04   0.376767    
   649   0.396711E-04   0.376395    
   650   0.396931E-04   0.376024    
   651   0.397149E-04   0.375653    
   652   0.397367E-04   0.375282    
   653   0.397583E-04   0.374912    
   654   0.397799E-04   0.374542    
   655   0.398015E-04   0.374173    
   656   0.398229E-04   0.373804    
   657   0.398443E-04   0.373435    
   658   0.398655E-04   0.373066    
   659   0.398867E-04   0.372698    
   660   0.399079E-04   0.372331    
   661   0.399289E-04   0.371963    
   662   0.399498E-04   0.371596    
   663   0.399707E-04   0.371230    
   664   0.399915E-04   0.370863    
   665   0.400122E-04   0.370497    
   666   0.400329E-04   0.370132    
   667   0.400534E-04   0.369767    
   668   0.400739E-04   0.369402    
   669   0.400943E-04   0.369037    
   670   0.401146E-04   0.368673    
   671   0.401349E-04   0.368310    
   672   0.401550E-04   0.367946    
   673   0.401751E-04   0.367583    
   674   0.401951E-04   0.367220    
   675   0.402150E-04   0.366858    
   676   0.402349E-04   0.366496    
   677   0.402546E-04   0.366135    
   678   0.402743E-04   0.365773    
   679   0.402939E-04   0.365412    
   680   0.403135E-04   0.365052    
   681   0.403329E-04   0.364692    
   682   0.403523E-04   0.364332    
   683   0.403716E-04   0.363972    
   684   0.403908E-04   0.363613    
   685   0.404100E-04   0.363255    
   686   0.404290E-04   0.362896    
   687   0.404480E-04   0.362538    
   688   0.404669E-04   0.362180    
   689   0.404858E-04   0.361823    
   690   0.405045E-04   0.361466    
   691   0.405232E-04   0.361109    
   692   0.405418E-04   0.360753    
   693   0.405604E-04   0.360397    
   694   0.405788E-04   0.360042    
   695   0.405972E-04   0.359686    
   696   0.406155E-04   0.359332    
   697   0.406337E-04   0.358977    
   698   0.406519E-04   0.358623    
   699   0.406700E-04   0.358269    
   700   0.406880E-04   0.357916    
   701   0.407059E-04   0.357562    
   702   0.407237E-04   0.357210    
   703   0.407415E-04   0.356857    
   704   0.407592E-04   0.356505    
   705   0.407768E-04   0.356153    
   706   0.407944E-04   0.355802    
   707   0.408119E-04   0.355451    
   708   0.408293E-04   0.355100    
   709   0.408466E-04   0.354750    
   710   0.408639E-04   0.354400    
   711   0.408811E-04   0.354050    
   712   0.408982E-04   0.353701    
   713   0.409152E-04   0.353352    
   714   0.409322E-04   0.353003    
   715   0.409491E-04   0.352655    
   716   0.409659E-04   0.352307    
   717   0.409826E-04   0.351959    
   718   0.409993E-04   0.351612    
   719   0.410159E-04   0.351265    
   720   0.410324E-04   0.350919    
   721   0.410489E-04   0.350572    
   722   0.410652E-04   0.350227    
   723   0.410815E-04   0.349881    
   724   0.410978E-04   0.349536    
   725   0.411139E-04   0.349191    
   726   0.411300E-04   0.348846    
   727   0.411461E-04   0.348502    
   728   0.411620E-04   0.348158    
   729   0.411779E-04   0.347815    
   730   0.411937E-04   0.347472    
   731   0.412094E-04   0.347129    
   732   0.412251E-04   0.346786    
   733   0.412407E-04   0.346444    
   734   0.412562E-04   0.346102    
   735   0.412716E-04   0.345761    
   736   0.412870E-04   0.345420    
   737   0.413023E-04   0.345079    
   738   0.413176E-04   0.344739    
   739   0.413327E-04   0.344398    
   740   0.413478E-04   0.344059    
   741   0.413629E-04   0.343719    
   742   0.413778E-04   0.343380    
   743   0.413927E-04   0.343041    
   744   0.414075E-04   0.342703    
   745   0.414223E-04   0.342365    
   746   0.414370E-04   0.342027    
   747   0.414516E-04   0.341689    
   748   0.414661E-04   0.341352    
   749   0.414806E-04   0.341016    
   750   0.414950E-04   0.340679    
   751   0.415093E-04   0.340343    
   752   0.415236E-04   0.340007    
   753   0.415378E-04   0.339672    
   754   0.415519E-04   0.339337    
   755   0.415660E-04   0.339002    
   756   0.415800E-04   0.338667    
   757   0.415939E-04   0.338333    
   758   0.416078E-04   0.337999    
   759   0.416215E-04   0.337666    
   760   0.416353E-04   0.337333    
   761   0.416489E-04   0.337000    
   762   0.416625E-04   0.336667    
   763   0.416760E-04   0.336335    
   764   0.416895E-04   0.336003    
   765   0.417029E-04   0.335672    
   766   0.417162E-04   0.335341    
   767   0.417294E-04   0.335010    
   768   0.417426E-04   0.334679    
   769   0.417557E-04   0.334349    
   770   0.417688E-04   0.334019    
   771   0.417818E-04   0.333690    
   772   0.417947E-04   0.333360    
   773   0.418075E-04   0.333032    
   774   0.418203E-04   0.332703    
   775   0.418330E-04   0.332375    
   776   0.418457E-04   0.332047    
   777   0.418583E-04   0.331719    
   778   0.418708E-04   0.331392    
   779   0.418833E-04   0.331065    
   780   0.418957E-04   0.330738    
   781   0.419080E-04   0.330412    
   782   0.419203E-04   0.330086    
   783   0.419324E-04   0.329760    
   784   0.419446E-04   0.329435    
   785   0.419566E-04   0.329110    
   786   0.419687E-04   0.328785    
   787   0.419806E-04   0.328461    
